Sales document,Customer_Number,Material,Pricing RC,RCDescription,Calendar Day,F8,$
953207401,3673435,8112306,230,Agreement Netprice,01/09/2019,1,1156.53
953207401,3673435,2687653,230,Agreement Netprice,01/09/2019,0,0
953207401,3673435,2310062,230,Agreement Netprice,01/09/2019,0,0
953207401,3673435,2687658,230,Agreement Netprice,01/09/2019,0,0
953207401,3673435,2639541,230,Agreement Netprice,01/09/2019,0,0
953207401,3673435,2687654,230,Agreement Netprice,01/09/2019,0,0
953207401,3673435,8106304,230,Agreement Netprice,01/09/2019,2,770
953207401,3673435,2384807,230,Agreement Netprice,01/09/2019,0,0
903926501,2811453,2310594,120,Pricing Engine ZGPD,01/03/2019,-1,-99
903926501,2811453,2335037,120,Pricing Engine ZGPD,01/03/2019,-6,-120
523802501,3767638,2385671,#,#,01/11/2019,1,0
523802501,3767638,2385671,#,#,01/11/2019,1,0
523802501,3767638,2388495,#,#,01/11/2019,1,0
973231501,3450133,2323916,120,Pricing Engine ZGPD,01/22/2019,1,899
523166701,2968647,2344423,#,#,01/21/2019,1,0
523166701,2968647,2611653,#,#,01/21/2019,1,0
523166701,2968647,2680737,#,#,01/21/2019,1,0
523166701,2968647,2618110,#,#,01/21/2019,1,0
523166701,2968647,2619470,#,#,01/21/2019,1,0
973262701,2988126,2607547,230,Agreement Netprice,01/16/2019,39000,518.1
903988701,3181660,2687590,120,Pricing Engine ZGPD,01/16/2019,-8,-34.45
973371701,3138675,2602654,120,Pricing Engine ZGPD,01/09/2019,2,80.5
439874701,3671340,2383660,120,Pricing Engine ZGPD,01/21/2019,30,116.08
973374001,3678251,2317764,230,Agreement Netprice,01/15/2019,200,205.62
973374001,3678251,2399004,120,Pricing Engine ZGPD,01/15/2019,400,430.94
973261669,3675488,2310726,120,Pricing Engine ZGPD,01/17/2019,300,210.54
973261669,3675488,2310723,120,Pricing Engine ZGPD,01/17/2019,300,254.1
973261669,3675488,2310730,120,Pricing Engine ZGPD,01/17/2019,300,166.98
523801669,3654474,2342340,#,#,01/21/2019,1,57.73
439875669,3321020,2680283,120,Pricing Engine ZGPD,01/22/2019,4,26.58
439857669,3655578,8980145,120,Pricing Engine ZGPD,01/11/2019,6,898.49
439857669,3655578,2369405,120,Pricing Engine ZGPD,01/11/2019,0,0
439857669,3655578,2336070,120,Pricing Engine ZGPD,01/11/2019,0,0
973353369,3659314,8996623,120,Pricing Engine ZGPD,01/02/2019,10,555.38
973353369,3659314,8996622,120,Pricing Engine ZGPD,01/02/2019,10,667.62
973353369,3659314,2310731,120,Pricing Engine ZGPD,01/02/2019,0,0
973353369,3659314,2310739,120,Pricing Engine ZGPD,01/02/2019,0,0
523801369,3165657,2344426,#,#,01/11/2019,1,0.01
903930369,3741549,2311303,120,Pricing Engine ZGPD,01/01/2019,0,0
903930369,3741549,2311303,367,Overwr Price Eng Man.Disc. - ZMAT,01/01/2019,0,0
903930369,3741549,2327232,120,Pricing Engine ZGPD,01/01/2019,0,0
903930369,3741549,2327232,367,Overwr Price Eng Man.Disc. - ZMAT,01/01/2019,0,0
903930369,3741549,2301285,120,Pricing Engine ZGPD,01/01/2019,0,0
903930369,3741549,2301285,367,Overwr Price Eng Man.Disc. - ZMAT,01/01/2019,0,0
903930369,3741549,8950160,120,Pricing Engine ZGPD,01/01/2019,0,0
903930369,3741549,8950160,367,Overwr Price Eng Man.Disc. - ZMAT,01/01/2019,0,0
523803269,3659314,2644909,#,#,01/11/2019,1,456.29
523803269,3659314,2644907,#,#,01/11/2019,1,86.98
973268269,3134785,2680690,120,Pricing Engine ZGPD,01/17/2019,50,61.9
523874269,3123581,2308626,#,#,01/07/2019,1,0
523874269,3123581,2308951,#,#,01/07/2019,1,0
523874269,3123581,2301284,#,#,01/08/2019,1,0
523874269,3123581,2301284,#,#,01/07/2019,1,0
523874269,3123581,2302715,#,#,01/07/2019,1,0
973262869,3651028,2313096,230,Agreement Netprice,01/16/2019,50,34.72
439876169,3678323,2681634,120,Pricing Engine ZGPD,01/15/2019,1,10.64
523809169,3654023,2344423,#,#,01/14/2019,1,0
523809169,3654023,2342340,#,#,01/14/2019,1,106.48
439840169,3839868,8986296,120,Pricing Engine ZGPD,01/03/2019,1,459.35
439840169,3839868,2363982,120,Pricing Engine ZGPD,01/03/2019,0,0
401262969,2625086,8433249,#,#,01/17/2019,0,134.8
973233469,3659582,8431404,120,Pricing Engine ZGPD,01/21/2019,1,0
973377469,3389250,2305686,120,Pricing Engine ZGPD,01/10/2019,1,473.03
973377469,3389250,2302446,120,Pricing Engine ZGPD,01/10/2019,0,0
973372569,3675309,2394806,463,Overwr Agr Cust.NP - Z001,01/09/2019,27000,2403
401304569,3676474,8991116,#,#,01/15/2019,0,-86.37
401304569,3676474,8966046,#,#,01/15/2019,0,-1187.57
401304569,3676474,2642693,#,#,01/15/2019,0,-626.7
401304569,3676474,8941498,#,#,01/15/2019,0,-488.54
401304569,3676474,2330348,#,#,01/15/2019,0,-49.24
401304569,3676474,2659431,#,#,01/15/2019,0,-953.1
401304569,3676474,2615611,#,#,01/15/2019,0,-671.4
401304569,3676474,2310591,#,#,01/15/2019,0,-128.75
401304569,3676474,8154201,#,#,01/15/2019,0,-1066.32
401304569,3676474,2659439,#,#,01/15/2019,0,-130.02
401304569,3676474,8991885,#,#,01/15/2019,0,-287.98
401304569,3676474,8957775,#,#,01/15/2019,0,-205.51
401304569,3676474,2358230,#,#,01/15/2019,0,-876.7
401304569,3676474,2360720,#,#,01/15/2019,0,-186.56
401304569,3676474,8105540,#,#,01/15/2019,0,-358.65
439855569,3657880,2328161,230,Agreement Netprice,01/14/2019,40,1482.9
973305569,2214515,2267336,120,Pricing Engine ZGPD,01/15/2019,0,0
973305569,2214515,2612053,120,Pricing Engine ZGPD,01/15/2019,0,0
973305569,2214515,8469238,120,Pricing Engine ZGPD,01/15/2019,1,621.07
973305569,2214515,8933735,120,Pricing Engine ZGPD,01/15/2019,1,328.03
439852769,3165985,2301188,120,Pricing Engine ZGPD,01/07/2019,12,133.55
523802769,3767638,2369826,#,#,01/11/2019,1,0
523802769,3767638,2369826,#,#,01/11/2019,1,0
523802769,3767638,2369886,#,#,01/11/2019,1,0
523802769,3767638,2369886,#,#,01/11/2019,1,0
523802769,3767638,2362276,#,#,01/11/2019,1,0
523802769,3767638,2344423,#,#,01/11/2019,1,0
523802769,3767638,2344423,#,#,01/11/2019,1,0
523802769,3767638,2642082,#,#,01/11/2019,3,0
523802769,3767638,2642082,#,#,01/11/2019,3,0
523802769,3767638,2369828,#,#,01/11/2019,1,0
523802769,3767638,2369829,#,#,01/11/2019,1,0
523802769,3767638,2368519,#,#,01/11/2019,1,0
523802769,3767638,2369285,#,#,01/11/2019,1,0
523802769,3767638,2342340,#,#,01/11/2019,1,0
523802769,3767638,2342340,#,#,01/11/2019,1,0
439858769,3673555,8985196,120,Pricing Engine ZGPD,01/08/2019,1,1805.27
439858769,3673555,8980145,120,Pricing Engine ZGPD,01/08/2019,11,1356.28
439858769,3673555,2369405,120,Pricing Engine ZGPD,01/08/2019,0,0
439858769,3673555,2366090,120,Pricing Engine ZGPD,01/08/2019,0,0
439858769,3673555,2336070,120,Pricing Engine ZGPD,01/08/2019,0,0
903921769,3592521,2605772,120,Pricing Engine ZGPD,01/08/2019,-9,-1411.45
973300769,3894104,2304758,120,Pricing Engine ZGPD,01/17/2019,2,222
973300769,3894104,2302525,120,Pricing Engine ZGPD,01/17/2019,0,0
523166069,3655578,2369826,#,#,01/18/2019,1,0
523166069,3655578,2642082,#,#,01/18/2019,3,0
973262069,3676474,2307662,120,Pricing Engine ZGPD,01/16/2019,20,159.57
973262069,3676474,2363008,120,Pricing Engine ZGPD,01/16/2019,0,0
973262069,3676474,8107831,120,Pricing Engine ZGPD,01/16/2019,1,132.28
973262069,3676474,2665695,120,Pricing Engine ZGPD,01/16/2019,0,0
973262069,3676474,2665690,120,Pricing Engine ZGPD,01/16/2019,0,0
973377069,3654023,2600611,120,Pricing Engine ZGPD,01/11/2019,20000,556.88
439853639,3672273,8104036,120,Pricing Engine ZGPD,01/04/2019,2,900.01
439853639,3672273,8104038,120,Pricing Engine ZGPD,01/04/2019,3,1350.01
973234639,2325212,8174652,230,Agreement Netprice,01/22/2019,16,1405.44
973234639,2325212,8431404,120,Pricing Engine ZGPD,01/22/2019,1,0
973234639,2325212,2669150,230,Agreement Netprice,01/22/2019,0,0
973234639,2325212,8138770,230,Agreement Netprice,01/22/2019,16,1405.44
439854639,3657770,2313606,120,Pricing Engine ZGPD,01/09/2019,1,129
439854639,3657770,8957952,120,Pricing Engine ZGPD,01/09/2019,1,739
439854639,3657770,2346228,120,Pricing Engine ZGPD,01/09/2019,0,0
439854639,3657770,2398727,120,Pricing Engine ZGPD,01/09/2019,0,0
973267639,3659113,2340794,120,Pricing Engine ZGPD,01/18/2019,100,42.45
973371339,2839876,2632568,120,Pricing Engine ZGPD,01/09/2019,0,0
973371339,2839876,2310598,120,Pricing Engine ZGPD,01/09/2019,0,0
973371339,2839876,2639541,120,Pricing Engine ZGPD,01/09/2019,0,0
973371339,2839876,2384129,120,Pricing Engine ZGPD,01/09/2019,0,0
973371339,2839876,8949210,120,Pricing Engine ZGPD,01/09/2019,1,419
973374339,3678968,2363983,230,Agreement Netprice,01/10/2019,0,0
973374339,3678968,8986210,230,Agreement Netprice,01/10/2019,6,640.8
973370339,3883625,2394235,120,Pricing Engine ZGPD,01/10/2019,400,93.81
439858239,3675925,2352062,230,Agreement Netprice,01/12/2019,0,0
439858239,3675925,8148512,230,Agreement Netprice,01/12/2019,0,0
439858239,3675925,2342038,230,Agreement Netprice,01/12/2019,0,0
439858239,3675925,2639541,230,Agreement Netprice,01/12/2019,0,0
439858239,3675925,2351951,230,Agreement Netprice,01/12/2019,0,0
439858239,3675925,2676614,120,Pricing Engine ZGPD,01/12/2019,50,35.75
439858239,3675925,8955074,230,Agreement Netprice,01/12/2019,1,670.8
439858239,3675925,2384807,230,Agreement Netprice,01/12/2019,0,0
439855239,3184914,2349038,120,Pricing Engine ZGPD,01/10/2019,2,260
439855239,3184914,2622508,120,Pricing Engine ZGPD,01/10/2019,10,422.95
973307239,3675309,2328136,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,0,0
973307239,3675309,8911068,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,1,2412
973307239,3675309,8911069,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,1,1900
973307239,3675309,8431405,120,Pricing Engine ZGPD,01/15/2019,1,0
973307239,3675309,8969260,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,0,0
439853839,3495520,2328163,120,Pricing Engine ZGPD,01/04/2019,2,95.65
523873839,2147117,2344423,#,#,01/07/2019,1,0
523873839,2147117,2623599,#,#,01/07/2019,1,24.56
523873839,2147117,2634564,#,#,01/07/2019,1,1.49
439859839,3679479,8986296,120,Pricing Engine ZGPD,01/09/2019,1,459.35
439859839,3679479,2363982,120,Pricing Engine ZGPD,01/09/2019,0,0
439859839,3679479,2603169,120,Pricing Engine ZGPD,01/09/2019,200,48.46
523875839,3888177,2615651,#,#,01/03/2019,1,0
439876139,2369410,2388532,120,Pricing Engine ZGPD,01/14/2019,20000,550.07
439855139,3135435,8948446,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,1,675
439855139,3135435,2645878,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
439855139,3135435,2345311,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
523803939,3679802,2344423,#,#,01/10/2019,1,0
523803939,3679802,2635687,#,#,01/10/2019,1,0
973358939,3676301,2394806,230,Agreement Netprice,01/04/2019,1000,203.8
973358939,3676301,2394235,120,Pricing Engine ZGPD,01/04/2019,1200,297.23
903921939,3651041,2363982,120,Pricing Engine ZGPD,01/08/2019,0,0
903921939,3651041,8986292,120,Pricing Engine ZGPD,01/08/2019,-2,-2255.03
903921939,3651041,2390302,120,Pricing Engine ZGPD,01/08/2019,-1,-360
903921939,3651041,2332548,120,Pricing Engine ZGPD,01/08/2019,-2,-176
903921939,3651041,2304931,120,Pricing Engine ZGPD,01/08/2019,-1,-240
903921939,3651041,2332549,120,Pricing Engine ZGPD,01/08/2019,-2,-212
903921939,3651041,2315755,120,Pricing Engine ZGPD,01/08/2019,0,0
973347939,3572988,2267336,120,Pricing Engine ZGPD,01/01/2019,0,0
973347939,3572988,2612053,120,Pricing Engine ZGPD,01/01/2019,0,0
973347939,3572988,8469238,120,Pricing Engine ZGPD,01/01/2019,0,0
973357939,3659314,8104756,230,Agreement Netprice,01/08/2019,1,305.02
973357939,3659314,8666733,230,Agreement Netprice,01/08/2019,1,151.06
973357939,3659314,2313671,230,Agreement Netprice,01/08/2019,0,0
973357939,3659314,8104039,120,Pricing Engine ZGPD,01/07/2019,1,391.28
973357939,3659314,8104065,120,Pricing Engine ZGPD,01/07/2019,2,524.55
439876439,3671743,2310590,120,Pricing Engine ZGPD,01/15/2019,1,129
401394439,3676308,2312499,507,Customer,01/01/2019,0,0
439857439,3672159,2363983,120,Pricing Engine ZGPD,01/11/2019,4,56.71
439875539,3888496,8107212,120,Pricing Engine ZGPD,01/22/2019,1,131.21
439875539,3888496,2622508,120,Pricing Engine ZGPD,01/22/2019,0,0
439875539,3888496,2363008,120,Pricing Engine ZGPD,01/22/2019,0,0
439875539,3888496,8104905,120,Pricing Engine ZGPD,01/22/2019,2,1898.75
439875539,3888496,2665690,120,Pricing Engine ZGPD,01/22/2019,0,0
973347539,3673874,2346851,120,Pricing Engine ZGPD,01/01/2019,0,0
973347539,3673874,2392877,230,Agreement Netprice,01/01/2019,0,0
439840539,3293545,8964751,120,Pricing Engine ZGPD,01/03/2019,1,663.48
439840539,3293545,2613537,120,Pricing Engine ZGPD,01/03/2019,0,0
973303739,3659361,2302246,120,Pricing Engine ZGPD,01/11/2019,10,54
973303739,3659361,2627757,120,Pricing Engine ZGPD,01/11/2019,1,69
903982629,3678251,2352004,230,Agreement Netprice,01/15/2019,-210,-1644.3
903982629,3678251,2352005,230,Agreement Netprice,01/15/2019,-12,-191.16
439859629,3484347,8107212,120,Pricing Engine ZGPD,01/09/2019,1,131.21
439859629,3484347,2363008,120,Pricing Engine ZGPD,01/09/2019,0,0
439859629,3484347,2622501,120,Pricing Engine ZGPD,01/09/2019,40,2081.42
439859629,3484347,2665690,120,Pricing Engine ZGPD,01/09/2019,0,0
973357629,3654651,2261620,120,Pricing Engine ZGPD,01/07/2019,700,545.4
523807629,3672273,2392875,#,#,01/16/2019,1,0
973232329,3654474,2310723,120,Pricing Engine ZGPD,01/22/2019,0,0
973232329,3654474,8996387,120,Pricing Engine ZGPD,01/22/2019,5,458.71
903981329,3674722,2607923,120,Pricing Engine ZGPD,01/16/2019,-1,-499
973301329,3883354,8934096,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,1,8849.46
973301329,3883354,8960212,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,0,0
973301329,3883354,8111229,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,1,4769.15
973301329,3883354,8194774,363,Overwr Price Eng Cust.NP - Z001,01/16/2019,1,2123.18
973301329,3883354,8431404,120,Pricing Engine ZGPD,01/14/2019,1,0
973301329,3883354,8436757,120,Pricing Engine ZGPD,01/14/2019,1,0
903924329,712337,2390155,120,Pricing Engine ZGPD,01/09/2019,-4,-636
903985329,3083993,8178323,120,Pricing Engine ZGPD,01/18/2019,-1,-2040
903985329,3083993,2645878,120,Pricing Engine ZGPD,01/18/2019,0,0
439877329,3657726,2352062,120,Pricing Engine ZGPD,01/22/2019,4,396
439877329,3657726,2332412,120,Pricing Engine ZGPD,01/22/2019,0,0
439877329,3657726,2342038,120,Pricing Engine ZGPD,01/22/2019,4,1396
439877329,3657726,8957208,120,Pricing Engine ZGPD,01/22/2019,1,545.9
439877329,3657726,8460921,120,Pricing Engine ZGPD,01/22/2019,4,916
439877329,3657726,2639541,120,Pricing Engine ZGPD,01/22/2019,4,156
439877329,3657726,2629029,120,Pricing Engine ZGPD,01/22/2019,32,314.17
439877329,3657726,8431404,120,Pricing Engine ZGPD,01/22/2019,2,0
439877329,3657726,2340797,120,Pricing Engine ZGPD,01/22/2019,200,267.13
439877329,3657726,2384807,120,Pricing Engine ZGPD,01/22/2019,0,0
439877329,3657726,2629060,120,Pricing Engine ZGPD,01/22/2019,8,142.22
523162229,2816964,2623599,#,#,01/22/2019,1,27
523162229,2816964,2634564,#,#,01/22/2019,1,2
903922229,3672305,2349221,120,Pricing Engine ZGPD,01/04/2019,-80,-180
523874229,3654253,2336696,#,#,01/10/2019,1,0
523874229,3675309,2302096,#,#,01/02/2019,1,0
523874229,3654253,2344423,#,#,01/09/2019,1,0
523874229,3654253,2344423,#,#,01/09/2019,1,0
523874229,3675309,2302013,#,#,01/02/2019,1,0
523874229,3675309,2624552,#,#,01/02/2019,1,0
523874229,3675309,2624552,#,#,01/02/2019,1,0
523874229,3654253,2341328,#,#,01/10/2019,1,0
523874229,3675309,2302018,#,#,01/02/2019,1,0
523874229,3675309,2672121,#,#,01/02/2019,1,0
523874229,3675309,2672121,#,#,01/02/2019,1,0
523874229,3654253,2639541,#,#,01/09/2019,1,0
523874229,3675309,2624551,#,#,01/02/2019,1,0
523874229,3675309,2366871,#,#,01/02/2019,1,0
523874229,3675309,2339529,#,#,01/02/2019,1,0
523874229,3675309,2339529,#,#,01/02/2019,1,0
523874229,3675309,2672124,#,#,01/02/2019,1,0
523874229,3675309,2672124,#,#,01/02/2019,1,0
523874229,3675309,2628884,#,#,01/02/2019,1,0
523874229,3675309,2624554,#,#,01/02/2019,1,0
523874229,3675309,2672125,#,#,01/02/2019,1,0
523874229,3675309,2672125,#,#,01/02/2019,1,0
523874229,3675309,2624545,#,#,01/02/2019,1,0
523874229,3675309,2624545,#,#,01/02/2019,1,0
523874229,3675309,2672167,#,#,01/02/2019,1,0
523874229,3675309,2672167,#,#,01/02/2019,1,0
523874229,3675309,2672837,#,#,01/02/2019,1,0
523874229,3675309,2672837,#,#,01/02/2019,1,0
523874229,3675309,2308390,#,#,01/02/2019,1,0
523874229,3675309,2308390,#,#,01/02/2019,1,0
523874229,3654253,2310590,#,#,01/09/2019,1,0
523874229,3675309,2672300,#,#,01/02/2019,1,0
523874229,3675309,2672300,#,#,01/02/2019,1,0
523874229,3675309,2302500,#,#,01/02/2019,1,0
973304229,3676474,2699132,120,Pricing Engine ZGPD,01/15/2019,4,158.06
973304229,3676474,2305007,120,Pricing Engine ZGPD,01/15/2019,20,120.59
973357229,3828118,2680288,120,Pricing Engine ZGPD,01/08/2019,3,20.9
523870229,3673874,2310590,#,#,01/22/2019,1,0
439873829,3367047,2384807,410,Overwr Agr Warranty,01/16/2019,1,0
973371829,3123581,2607923,120,Pricing Engine ZGPD,01/09/2019,1,499
973309829,3650185,2622508,120,Pricing Engine ZGPD,01/14/2019,2,89.41
523809829,3123581,2309129,#,#,01/10/2019,1,0
523809829,3123581,2309149,#,#,01/10/2019,1,0
523804829,3164355,2302717,#,#,01/15/2019,1,0
973355829,3657770,8986296,120,Pricing Engine ZGPD,01/07/2019,2,892.77
973355829,3657770,2363982,120,Pricing Engine ZGPD,01/07/2019,0,0
401305829,3904726,2330348,#,#,01/15/2019,0,35.21
523809129,3654935,2659439,#,#,01/15/2019,1,0
523809129,3654935,2659439,#,#,01/15/2019,1,0
973354129,3675877,2603809,230,Agreement Netprice,01/07/2019,0,0
973354129,3675877,8104004,230,Agreement Netprice,01/07/2019,15,3478.8
523804129,3123581,2308643,#,#,01/14/2019,1,0
523804129,3123581,2302711,#,#,01/14/2019,1,0
523804129,3123581,2308151,#,#,01/14/2019,1,0
523804129,3123581,2308951,#,#,01/14/2019,1,0
523804129,3123581,2301284,#,#,01/14/2019,1,0
439855129,2980386,2615611,120,Pricing Engine ZGPD,01/10/2019,1,309
439855129,2980386,2665695,120,Pricing Engine ZGPD,01/10/2019,1,20.7
973260929,3673823,8431404,120,Pricing Engine ZGPD,01/18/2019,1,0
439858429,3655019,2687679,120,Pricing Engine ZGPD,01/08/2019,1,14.43
523808429,2636792,2344423,#,#,01/14/2019,1,0
523808429,2636792,2635829,#,#,01/14/2019,1,0
523808429,2636792,2639954,#,#,01/14/2019,1,0
523808429,2636792,2635827,#,#,01/14/2019,1,0
523808429,2636792,2635687,#,#,01/14/2019,1,0
973239429,3651460,8980243,363,Overwr Price Eng Cust.NP - Z001,01/22/2019,1,675.48
973239429,3651460,2615685,363,Overwr Price Eng Cust.NP - Z001,01/22/2019,0,0
973347429,3741549,2323913,120,Pricing Engine ZGPD,01/01/2019,0,0
973347429,3741549,8980371,120,Pricing Engine ZGPD,01/01/2019,0,0
973377429,2314782,2301284,120,Pricing Engine ZGPD,01/11/2019,4,699.62
439852529,3674195,2607156,310,Overwr Price Eng Warranty,01/07/2019,1,0
973347529,3577820,2332541,120,Pricing Engine ZGPD,01/02/2019,2,71.27
973262729,2654357,2363982,463,Overwr Agr Cust.NP - Z001,01/18/2019,0,0
973262729,2654357,8986292,463,Overwr Agr Cust.NP - Z001,01/18/2019,2,1050
973232729,3651736,2358802,230,Agreement Netprice,01/22/2019,60,132.12
973232729,3651736,2358808,230,Agreement Netprice,01/22/2019,20,78.38
973232729,3651736,8431404,120,Pricing Engine ZGPD,01/21/2019,1,0
973232729,3651736,2352004,230,Agreement Netprice,01/22/2019,60,673.2
973232729,3651736,2352005,230,Agreement Netprice,01/22/2019,20,426.2
973372729,3587710,2313606,120,Pricing Engine ZGPD,01/08/2019,0,0
973372729,3587710,2622508,120,Pricing Engine ZGPD,01/08/2019,10,422.95
973372729,3587710,2639541,120,Pricing Engine ZGPD,01/08/2019,0,0
973372729,3587710,2622501,120,Pricing Engine ZGPD,01/08/2019,0,0
973372729,3587710,2384809,120,Pricing Engine ZGPD,01/08/2019,0,0
973372729,3587710,2305009,120,Pricing Engine ZGPD,01/08/2019,10,29.69
973372729,3587710,8909585,120,Pricing Engine ZGPD,01/08/2019,9,1923.63
973372729,3587710,8969247,120,Pricing Engine ZGPD,01/08/2019,1,2103.72
523878729,3675983,2639541,#,#,01/08/2019,1,0
973269729,2383402,2363982,230,Agreement Netprice,01/17/2019,0,0
973269729,2383402,8986292,230,Agreement Netprice,01/17/2019,1,675.93
973269729,2383402,2672278,120,Pricing Engine ZGPD,01/17/2019,500,2859.97
973269729,2383402,8431404,120,Pricing Engine ZGPD,01/17/2019,1,0
973231029,2830237,2661570,120,Pricing Engine ZGPD,01/22/2019,1,255
973261689,3993628,2335021,120,Pricing Engine ZGPD,01/17/2019,30,635
973261689,3993628,2600849,120,Pricing Engine ZGPD,01/17/2019,175,434.08
973261689,3993628,8431404,120,Pricing Engine ZGPD,01/17/2019,1,0
973261689,3993628,8122675,230,Agreement Netprice,01/17/2019,1,954
973261689,3993628,2600810,120,Pricing Engine ZGPD,01/17/2019,250,462.09
973377689,3678083,2637043,230,Agreement Netprice,01/10/2019,1,138.87
903980689,3671743,8669647,#,#,01/21/2019,-1,-101.71
973350689,3659917,2383310,310,Overwr Price Eng Warranty,01/07/2019,1,0
439852389,3675874,2622508,230,Agreement Netprice,01/07/2019,6,108.06
439852389,3675874,2398727,120,Pricing Engine ZGPD,01/07/2019,1,40.3
973307389,3657493,2603166,120,Pricing Engine ZGPD,01/16/2019,0,0
973307389,3657493,8104066,120,Pricing Engine ZGPD,01/16/2019,3,1295.36
973307389,3657493,2337506,120,Pricing Engine ZGPD,01/16/2019,18,190.5
973307389,3657493,2680283,120,Pricing Engine ZGPD,01/16/2019,2,13.29
973307389,3657493,2680282,120,Pricing Engine ZGPD,01/16/2019,2,13.93
973307389,3657493,2680672,120,Pricing Engine ZGPD,01/16/2019,25,35.46
973307389,3657493,8666738,120,Pricing Engine ZGPD,01/16/2019,2,333.47
973307389,3657493,8149631,120,Pricing Engine ZGPD,01/16/2019,3,548.14
973307389,3657493,8431405,120,Pricing Engine ZGPD,01/15/2019,1,0
973307389,3657493,2335037,120,Pricing Engine ZGPD,01/16/2019,6,127
973307389,3657493,2607547,120,Pricing Engine ZGPD,01/16/2019,6500,140.57
973307389,3657493,8149630,120,Pricing Engine ZGPD,01/16/2019,2,450.03
973307389,3657493,8104000,120,Pricing Engine ZGPD,01/16/2019,1,355.69
523870389,3657770,2685465,#,#,01/08/2019,1,41
973300389,3651455,8184661,230,Agreement Netprice,01/16/2019,1,224.73
973263289,3655321,2313046,120,Pricing Engine ZGPD,01/16/2019,10,53.77
973379289,3181660,8105688,120,Pricing Engine ZGPD,01/10/2019,3,383.31
973379289,3181660,8104048,120,Pricing Engine ZGPD,01/10/2019,6,545.59
973379289,3181660,2651254,120,Pricing Engine ZGPD,01/10/2019,0,0
973379289,3181660,2687590,120,Pricing Engine ZGPD,01/15/2019,8,34.45
973355289,3671357,8986296,230,Agreement Netprice,01/08/2019,1,240.75
973355289,3671357,2363982,230,Agreement Netprice,01/08/2019,0,0
973347289,3164707,8964111,120,Pricing Engine ZGPD,01/02/2019,1,1777.47
973347289,3164707,8964114,120,Pricing Engine ZGPD,01/02/2019,2,3410.79
973347289,3164707,8969260,120,Pricing Engine ZGPD,01/02/2019,0,0
973307289,3767638,2363613,230,Agreement Netprice,01/15/2019,0,0
973307289,3767638,8980152,230,Agreement Netprice,01/15/2019,44,6146.36
973307289,3767638,2310599,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,1,1
973307289,3767638,2384809,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,2,2
973307289,3767638,2314065,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,1,1
973307289,3767638,8436755,120,Pricing Engine ZGPD,01/15/2019,1,0
973307289,3767638,2369405,230,Agreement Netprice,01/15/2019,0,0
973307289,3767638,2627757,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,1,1
401264889,3650620,2342393,#,#,01/17/2019,0,-3939.4
401264889,3650620,2310069,#,#,01/17/2019,0,-1659.12
973233189,3650378,8980156,230,Agreement Netprice,01/21/2019,24,1166.16
973233189,3650378,2369405,230,Agreement Netprice,01/21/2019,0,0
973233189,3650378,2366090,230,Agreement Netprice,01/21/2019,0,0
523802989,3672537,2344423,#,#,01/10/2019,1,0
973233489,3659844,8431404,120,Pricing Engine ZGPD,01/21/2019,1,0
523802489,3650620,2396622,#,#,01/11/2019,1,0
973264489,2185134,2672219,230,Agreement Netprice,01/17/2019,40,104
973264489,2185134,2672214,230,Agreement Netprice,01/17/2019,40,190
439856589,2269605,2384807,310,Overwr Price Eng Warranty,01/04/2019,1,0
973233589,3587710,2654933,120,Pricing Engine ZGPD,01/22/2019,2,318
973352589,3335705,8184661,230,Agreement Netprice,01/03/2019,3,642
973347589,3902045,2267336,120,Pricing Engine ZGPD,01/01/2019,0,0
973347589,3902045,2612053,120,Pricing Engine ZGPD,01/01/2019,0,0
973347589,3902045,8469231,120,Pricing Engine ZGPD,01/01/2019,0,0
973347589,3902045,2266775,120,Pricing Engine ZGPD,01/01/2019,0,0
973357589,3679049,2390150,120,Pricing Engine ZGPD,01/07/2019,1,154
439850589,3659428,2639541,310,Overwr Price Eng Warranty,01/14/2019,1,0
973300589,2205564,2686626,230,Agreement Netprice,01/15/2019,0,0
973300589,2205564,8983933,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,1,507.82
973300589,2205564,2686623,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,20,473
973300589,2205564,2607923,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,0,0
973300589,2205564,8986293,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,3,2444.91
973300589,2205564,2686622,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,18,544.5
973300589,2205564,2363982,363,Overwr Price Eng Cust.NP - Z001,01/15/2019,0,0
